0,3,638,0,598,1,3,618,610,575,2,3,603,584,1320,3,3,446,1597,700,4,4,792,609,2333,5,7,3253,2020,598,6,7,3185,610,575,7,7,3134,584,1577,8,7,3176,1549,1626,9,7,3253,1591,3200,10,9,5403,3260,575,11,9,5334,584,1577,12,9,5388,1549,3256,13,7,3253,3191,5349,14,11,8472,5496,1222,15,11,7519,1481,899,16,12,10408,740,823,17,13,11682,929,533,18,13,12420,479,569,19,13,12420,569,9914,20,6,1801,10361,2317,21,7,3176,1986,4384,22,8,4199,4433,598,23,8,4123,610,575,24,8,4066,584,569,25,8,4066,569,2229,26,7,3132,2205,3418,27,7,3253,3329,5556,28,9,5359,5796,590,29,9,5359,0,0
0,3,638,0,583,1,3,603,604,1320,2,3,446,1597,668,3,4,760,658,672,4,5,1224,672,899,5,6,2241,740,949,6,7,3101,965,569,7,7,3101,569,569,8,7,3101,569,4729,9,2,377,4137,0,10,0,0,0,0,11,0,0,0,0,12,0,0,0,0,13,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,4,1030,0,583,1,4,981,604,1052,2,3,678,977,1033,3,5,1037,1378,1702,4,6,1865,1501,1573,5,8,4256,1260,1593,6,8,4146,1637,998,7,9,5455,979,448,8,9,4673,550,430,9,9,4903,400,5247,10,3,678,4899,1434,11,3,490,1722,1254,12,3,466,1342,934,13,4,1018,766,583,14,4,969,604,1557,15,4,987,1529,10667,16,9,5455,10614,12749,17,5,1592,12801,575,18,5,1559,584,2671,19,2,377,2307,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,4,1053,0,1320,1,4,830,1597,1565,2,6,2427,1216,1593,3,6,2353,1637,1626,4,8,4348,1591,453,5,8,3721,552,432,6,8,3892,405,1543,7,6,2353,1362,3137,8,10,6955,3177,1577,9,10,7025,1549,830,10,11,8008,931,580,11,11,8814,502,502,12,11,8008,580,12320,13,2,374,9960,10922,14,11,8814,12372,18788,15,5,1466,18274,7637,16,6,2353,7390,9463,17,6,2329,9515,2875,18,4,837,3179,897,19,5,1663,733,1626,20,7,3340,1591,448,21,7,2762,550,515,22,7,3221,434,1577,23,7,3263,1549,1355,24,9,5155,1633,883,25,10,7303,745,10311,26,2,377,9055,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,3,498,0,1322,1,3,466,1374,885,2,4,969,752,484,3,4,850,535,580,4,4,1032,502,502,5,4,850,580,1523,6,4,987,1342,1549,7,6,2249,1577,1577,8,6,2279,1549,998,9,7,3258,979,498,10,7,2850,570,4745,11,2,377,3872,0,12,0,0,0,0,13,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,3,618,0,575,1,3,603,584,1320,2,3,446,1597,1565,3,5,1657,1216,1593,4,5,1599,1637,1626,5,7,3276,1591,598,6,7,3208,610,490,7,7,2868,550,1543,8,5,1599,1362,2225,9,8,4133,2257,6099,10,2,377,5403,0,11,0,0,0,0,12,0,0,0,0,13,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,4,982,0,498,1,4,814,570,1097,2,5,725,1634,2414,3,7,2577,1767,2229,4,10,6740,1715,583,5,10,6537,604,1364,6,10,5720,1605,903,7,11,8137,754,2478,8,10,6740,2373,3233,9,12,9979,3494,569,10,12,9979,569,5131,11,6,2259,5252,758,12,7,2577,928,5064,13,3,569,4519,10248,14,10,6740,9983,11995,15,4,927,12216,2257,16,3,569,2225,1355,17,5,1333,1633,16547,18,11,8137,16007,2478,19,10,6740,2373,20153,20,7,3199,19600,4655,21,2,329,4271,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,3,518,0,1297,1,3,451,1412,670,2,4,760,665,1501,3,6,2255,1214,762,4,7,2630,855,1460,5,7,3166,1280,490,6,7,2826,550,1588,7,5,1634,1362,977,8,6,2255,1002,2306,9,7,3234,2257,583,10,7,3115,604,569,11,7,3115,569,4743,12,2,377,4159,0,13,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
0,3,617,0,967,1,4,993,967,998,2,5,1642,979,598,3,5,1598,610,575,4,5,1565,584,479,5,5,1367,533,443,6,5,1367,443,2636,7,2,374,2081,2406,8,5,1642,2686,4405,9,4,981,4404,1577,10,4,999,1549,4406,11,5,1642,4447,5664,12,5,1604,5736,575,13,5,1571,584,569,14,5,1571,569,2858,15,3,446,3177,668,16,4,760,658,899,17,5,1579,740,998,18,6,2316,979,583,19,6,2225,604,3634,20,2,374,3181,1669,21,4,993,1872,7158,22,7,3256,7269,583,23,7,3137,604,584,24,7,3188,575,4073,25,6,2225,4148,3749,26,7,2831,4031,4717,27,2,377,3843,0,28,0,0,0,0,29,0,0,0,0
0,4,1030,0,583,1,4,981,604,1577,2,4,999,1549,998,3,5,1648,979,598,4,5,1604,610,575,5,5,1571,584,569,6,5,1571,569,2858,7,3,446,3177,926,8,4,1018,738,807,9,5,1357,897,485,10,5,1357,485,4288,11,4,981,3737,1891,12,2,377,1651,0,13,0,0,0,0,14,0,0,0,0,15,0,0,0,0,16,0,0,0,0,17,0,0,0,0,18,0,0,0,0,19,0,0,0,0,20,0,0,0,0,21,0,0,0,0,22,0,0,0,0,23,0,0,0,0,24,0,0,0,0,25,0,0,0,0,26,0,0,0,0,27,0,0,0,0,28,0,0,0,0,29,0,0,0,0
